wbType,wbParent,wbParentStart,wbLevel,wbStatus,wbExceptionType,wbFinalExec,wbStart,wbDurationSec,wbDurationHrs,wbHandleError,message,level,wbPath,wbKey,configError,optionalInfo
ProcessApps,Process,03/01/2018 16:25:01,4,Successful,,True,03/01/2018 16:25:01,0.6254623,0.000174016833333333,Rethrow,"TransactionNumber 63, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,0c769c1244db7b6d4c55db6d8e3043d3,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:01,1.0643326,0.000295647944444444,Failed,Transaction Number 63. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,562e319e26161544cefeaa3adcd46d11,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:02,0.3592137,9.97815833333333E-05,Failed,Transaction Number 64. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,ff15329ff87e8d3a6e22c4817e71cc49,False,No info
ProcessApps,Process,03/01/2018 16:25:03,4,Successful,,True,03/01/2018 16:25:03,0.5981757,0.000166159916666667,Rethrow,"TransactionNumber 64, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,de61d609e588e16640b577800f67f26c,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:03,1.0390661,0.00028890725,Failed,Transaction Number 64. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,ac4bee6117a083166f62a60cfbb7b226,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:04,0.3959997,0.000109999916666667,Failed,Transaction Number 65. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,54a9443e8d77b2bc5e9fbe0043a42e36,False,No info
ProcessApps,Process,03/01/2018 16:25:04,4,Successful,,True,03/01/2018 16:25:04,0.7604833,0.000211245361111111,Rethrow,"TransactionNumber 65, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,8185ae76ebfc25739c13f68ad223a6cf,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:04,1.2044802,0.000334856805555556,Failed,Transaction Number 65. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,921c6ec472d3b2ea1679497a80b040b7,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:05,0.3597539,9.99316388888889E-05,Failed,Transaction Number 66. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,0f3eb41bc1112948e18a31f9e1d3c5ab,False,No info
ProcessApps,Process,03/01/2018 16:25:06,4,Successful,,True,03/01/2018 16:25:06,0.910418,0.000253171666666667,Rethrow,"TransactionNumber 66, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,799aa90dbfc4ed289fd021ba813d8eec,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:06,1.3494525,0.000374847916666667,Failed,Transaction Number 66. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,b73c2077d7b0de7820ca15329c972f10,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:07,0.3379967,9.38879722222222E-05,Failed,Transaction Number 67. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,bbce630ef108a6e9ff3f7f69e4edd0f3,False,No info
ProcessApps,Process,03/01/2018 16:25:07,4,Successful,,True,03/01/2018 16:25:07,0.6437649,0.000178823583333333,Rethrow,"TransactionNumber 67, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,b406decfdfe848c54439aa5f24915e25,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:07,1.061038,0.000294732777777778,Failed,Transaction Number 67. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,3fb5945f3aec25524fe0a90e69840865,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:08,0.3559989,9.88885833333333E-05,Failed,Transaction Number 68. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,3424392c9efac428d57bf8989fed3199,False,No info
ProcessApps,Process,03/01/2018 16:25:09,4,Successful,,True,03/01/2018 16:25:09,0.6971416,0.000193650444444444,Rethrow,"TransactionNumber 68, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,e2be4ea2b8485b1575661857c46ec504,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:09,1.1897916,0.000330497666666667,Failed,Transaction Number 68. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,0a279144eb2faaf2b703159bb80d6ff0,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:10,0.3486549,9.68485833333333E-05,Failed,Transaction Number 69. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,d37ba68c55d86d4295d5e8f536e0510d,False,No info
ProcessApps,Process,03/01/2018 16:25:10,4,Successful,,True,03/01/2018 16:25:10,0.5862019,0.000163111833333333,Rethrow,"TransactionNumber 69, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,e74e2123dd9da00939693497f58f2be2,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:10,1.038199,0.000288388611111111,Failed,Transaction Number 69. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,209555ad7b772395c7b2e8257bb7e759,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:11,0.4299984,0.000119444,Failed,Transaction Number 70. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,77488fb4a3cb4ff0cb7691c068ae3990,False,No info
ProcessApps,Process,03/01/2018 16:25:12,4,Successful,,True,03/01/2018 16:25:12,0.6735755,0.000187104305555556,Rethrow,"TransactionNumber 70, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,582445686ee6fa29b0393886b4146e3d,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:12,1.1375772,0.000315993666666667,Failed,Transaction Number 70. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,876eddeb7a78ce760b98fbe08e798bf1,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:13,0.3611919,0.00010060925,Failed,Transaction Number 71. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,0cb0b55586418d79f924e620784356d2,False,No info
ProcessApps,Process,03/01/2018 16:25:13,4,Successful,,True,03/01/2018 16:25:13,0.6657682,0.000185213972222222,Rethrow,"TransactionNumber 71, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,8bc51c8baba96e2056ed8ff41793c6ca,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:13,1.0788026,0.000299667388888889,Failed,Transaction Number 71. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,8db4e22e2f39c34415a29b7a4fabfc3f,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:14,0.3535944,9.84994166666667E-05,Failed,Transaction Number 72. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,882172a2076bb02c72e7d1aacb51abda,False,No info
ProcessApps,Process,03/01/2018 16:25:15,4,Successful,,True,03/01/2018 16:25:15,0.6273301,0.000174258361111111,Rethrow,"TransactionNumber 72, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,ac301b083271a0dc6d8a6224df7febb7,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:15,1.0563842,0.000293440055555556,Failed,Transaction Number 72. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,545e7a2d3687f525268fc7639e0d1ee9,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:16,0.3499973,9.72214722222222E-05,Failed,Transaction Number 73. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,b72ee29c9e4a1a8f3e70188b796f7a8a,False,No info
ProcessApps,Process,03/01/2018 16:25:16,4,Successful,,True,03/01/2018 16:25:16,0.6568512,0.000182736638888889,Rethrow,"TransactionNumber 73, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,f7054ca48137a7200b45eb7926289447,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:16,1.0759298,0.000299147166666667,Failed,Transaction Number 73. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,932b9f831a2144c709d72481caf13dec,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:17,0.3583575,9.954375E-05,Failed,Transaction Number 74. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,6da8a43d8e37f6d8186ecc59405c416b,False,No info
ProcessApps,Process,03/01/2018 16:25:18,4,Successful,,True,03/01/2018 16:25:18,0.7286264,0.000202396222222222,Rethrow,"TransactionNumber 74, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,d4bcfcd871c35b6b110f9184e8a24a8a,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:18,1.1458492,0.000318291444444444,Failed,Transaction Number 74. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,6cc428675b96d260f757bf0cc80892dd,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:19,0.3359991,9.36107777777778E-05,Failed,Transaction Number 75. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,fa91ea810566b91569e781b8aedc6ec3,False,No info
ProcessApps,Process,03/01/2018 16:25:19,4,Successful,,True,03/01/2018 16:25:19,0.7322426,0.000203678972222222,Rethrow,"TransactionNumber 75, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,4183f7aa8e60d5fe6407f3c4e3f0d0bb,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:19,1.1602412,0.000322289222222222,Failed,Transaction Number 75. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,e56d93ee437331435e1cdb44eecc98c4,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:20,0.3329741,9.24928055555556E-05,Failed,Transaction Number 76. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,df0d825fe51272a8de757456ffbef6fd,False,No info
ProcessApps,Process,03/01/2018 16:25:21,4,Successful,,True,03/01/2018 16:25:21,0.7538322,0.000209397833333333,Rethrow,"TransactionNumber 76, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,85d070620830a08918952ae505d1b829,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:21,1.1678991,0.000324416416666667,Failed,Transaction Number 76. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,7f5852f0b1c1ddd4c91d93a3e94d7b2d,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:22,0.3329994,9.24998333333333E-05,Failed,Transaction Number 77. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,ffcfc27da6983d81ca503059908255a4,False,No info
ProcessApps,Process,03/01/2018 16:25:22,4,Successful,,True,03/01/2018 16:25:22,0.6682298,0.000185897555555556,Rethrow,"TransactionNumber 77, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,4f813269e8fef784806d9593e90accf2,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:22,1.1045305,0.000306814027777778,Failed,Transaction Number 77. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,714ecd1a8998e8b8ee00279de79e037c,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:23,0.3249996,9.05554444444444E-05,Failed,Transaction Number 78. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,c2014ad6079eac376d3350d861917b72,False,No info
ProcessApps,Process,03/01/2018 16:25:23,4,Successful,,True,03/01/2018 16:25:24,0.7913945,0.000220110555555556,Rethrow,"TransactionNumber 78, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,428e0eb91a7f96a9c404bea7117d1c55,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:23,1.2075583,0.000335710444444444,Failed,Transaction Number 78. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,d3d7d9e50976d64059523bf25db50bdb,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:25,0.3310342,9.19539444444444E-05,Failed,Transaction Number 79. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,e0ef6614fe15a890bee2fa539aaf2c25,False,No info
ProcessApps,Process,03/01/2018 16:25:25,4,Successful,,True,03/01/2018 16:25:25,0.6784632,0.000188739083333333,Rethrow,"TransactionNumber 79, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,ae4c1022ca14a09b34541def3dbe9672,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:25,1.0823072,0.000300640888888889,Failed,Transaction Number 79. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,8b31ae7384a4f07f518d10f7ac8820da,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:26,0.3390295,9.41748611111111E-05,Failed,Transaction Number 80. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,35b0d5eb0e88ca5eb6055d8997b1f329,False,No info
ProcessApps,Process,03/01/2018 16:25:26,4,Successful,,True,03/01/2018 16:25:27,0.6959382,0.000193316166666667,Rethrow,"TransactionNumber 80, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,0b90e9943cde8062ae4fb536e0e890df,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:26,1.125397,0.000312888083333333,Failed,Transaction Number 80. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,060a3f689e48bbe5bbae7e700858b3ba,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:28,0.3379985,9.416625E-05,Failed,Transaction Number 81. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,1596892f5576274c47fa5bec31abb3f9,False,No info
ProcessApps,Process,03/01/2018 16:25:28,4,Successful,,True,03/01/2018 16:25:28,0.9744511,0.000270680861111111,Rethrow,"TransactionNumber 81, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,66bbe4473314f9a98d365a26679062f1,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:28,1.4010151,0.000389448638888889,Failed,Transaction Number 81. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,12fe677e41c84698ecc687d09d918ac1,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:29,0.3779998,0.000104999944444444,Failed,Transaction Number 82. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,cfa683f1a6311db5d7f76870798cac24,False,No info
ProcessApps,Process,03/01/2018 16:25:30,4,Successful,,True,03/01/2018 16:25:30,0.7108278,0.000197452166666667,Rethrow,"TransactionNumber 82, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,c885a1ab8a719693291d3e9c03b2de89,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:30,1.1476912,0.000318803111111111,Failed,Transaction Number 82. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,eec31557c1d2815a006cae6385b849fe,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:31,0.3505298,9.76465E-05,Failed,Transaction Number 83. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,d63cec74a142ca046c4754867b6d9944,False,No info
ProcessApps,Process,03/01/2018 16:25:31,4,Successful,,True,03/01/2018 16:25:31,0.7667006,0.000213250972222222,Rethrow,"TransactionNumber 83, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,7131ef1ee351dfefd77f9b4705aef0c0,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:31,1.2084148,0.000335670777777778,Failed,Transaction Number 83. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,8772e071b03e5b0deb597bfdac6e7231,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:32,0.3429993,9.52775833333333E-05,Failed,Transaction Number 84. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,0e79df05b8376b548dd3f17b89b59787,False,No info
ProcessApps,Process,03/01/2018 16:25:33,4,Successful,,True,03/01/2018 16:25:33,0.7889241,0.00021942425,Rethrow,"TransactionNumber 84, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,6e49b9eb3ef3218b839c87190fa0c64c,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:33,1.2389239,0.000344145527777778,Failed,Transaction Number 84. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,3afb0b1f8ffb869ff38a5fffb625640a,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:34,0.3447119,9.60315E-05,Failed,Transaction Number 85. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,8190f0d25dc6610af0a357598bafe148,False,No info
ProcessApps,Process,03/01/2018 16:25:34,4,Successful,,True,03/01/2018 16:25:34,0.972523,0.00027042375,Rethrow,"TransactionNumber 85, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,b640561aaaea7aca76969f2d92601ac1,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:34,1.4155549,0.000393209694444444,Failed,Transaction Number 85. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,ee629e9080934d1e819ba4a063307429,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:36,0.336033,9.36201944444444E-05,Failed,Transaction Number 86. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,2c7dd4cdd7a9e37ae8af3b4df36ca120,False,No info
ProcessApps,Process,03/01/2018 16:25:36,4,Successful,,True,03/01/2018 16:25:36,0.7483198,0.000207866611111111,Rethrow,"TransactionNumber 86, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,b2a840e3e54cccf6603946b0d3bf907f,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:36,1.1703417,0.000325094916666667,Failed,Transaction Number 86. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,ff4512a4d46f7da5ca4a3d8a7fae741d,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:37,0.3406414,9.49004722222222E-05,Failed,Transaction Number 87. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,c456e22e441ba22bc2a2fe48e03dc217,False,No info
ProcessApps,Process,03/01/2018 16:25:38,4,Successful,,True,03/01/2018 16:25:38,0.7689754,0.000213882555555556,Rethrow,"TransactionNumber 87, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,0f0fe277f853f5038ed671d4b0e3cc0a,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:38,1.2059732,0.000335270333333333,Failed,Transaction Number 87. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,9c61dd68ded7a90f50c2e42f3b743e34,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:39,0.3312092,9.20025555555556E-05,Failed,Transaction Number 88. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,499aa8c7b9474663657a491ece327579,False,No info
ProcessApps,Process,03/01/2018 16:25:39,4,Successful,,True,03/01/2018 16:25:39,1.0703479,0.000297596638888889,Rethrow,"TransactionNumber 88, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,3f4532ec963bc6c8a320c62a4ebf6775,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:39,1.5195709,0.000422103027777778,Failed,Transaction Number 88. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,53a6c6ea0b08ff332c696d73263468cb,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:41,0.3452328,9.5898E-05,Failed,Transaction Number 89. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,54bd1567490603120e242f92e466f9cc,False,No info
ProcessApps,Process,03/01/2018 16:25:41,4,Successful,,True,03/01/2018 16:25:41,0.7548058,0.000209946055555556,Rethrow,"TransactionNumber 89, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,66ae3cae2f796c7a4d5f01b988786536,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:41,1.1848371,0.000329400472222222,Failed,Transaction Number 89. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,75b2f70c33b0d2c7abdd14f7c251a479,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:42,0.3420324,9.52880555555556E-05,Failed,Transaction Number 90. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,7ce25030e0fd19dcf9f844c0685cdaf5,False,No info
ProcessApps,Process,03/01/2018 16:25:43,4,Successful,,True,03/01/2018 16:25:43,0.6617699,0.000184103333333333,Rethrow,"TransactionNumber 90, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,6a179eae6515fb8e5297c93aaeea0411,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:43,1.0968044,0.000304945583333333,Failed,Transaction Number 90. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,1a7754e5dc7e517f78652233ad9e77fe,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:44,0.3280325,9.11201388888889E-05,Failed,Transaction Number 91. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,4d6f3f4fe79695f8400b65722aecc105,False,No info
ProcessApps,Process,03/01/2018 16:25:44,4,Successful,,True,03/01/2018 16:25:44,0.6644794,0.000184856194444444,Rethrow,"TransactionNumber 91, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,ff82ce7ccce62940a8c914d101246e78,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:44,1.0865453,0.000301818138888889,Failed,Transaction Number 91. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,2a75370f2c379c62edb41e04604fca4d,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:45,0.3409996,9.49998888888889E-05,Failed,Transaction Number 92. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,bb8840eafe9a6353473650f11811f156,False,No info
ProcessApps,Process,03/01/2018 16:25:45,4,Successful,,True,03/01/2018 16:25:45,0.5866138,0.000163217138888889,Rethrow,"TransactionNumber 92, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,6fffe0930dee8927a6a8810e23044f43,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:45,1.0090256,0.000280284888888889,Failed,Transaction Number 92. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,fd1981d8f442894ae668c463c08a1bfc,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:46,0.347999,9.66663888888889E-05,Failed,Transaction Number 93. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,9b4ca040f0319e763dad1a9b9ba1f3ae,False,No info
ProcessApps,Process,03/01/2018 16:25:47,4,Successful,,True,03/01/2018 16:25:47,0.7059758,0.000196104388888889,Rethrow,"TransactionNumber 93, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,1549e353c629ccf4dc91d95dc519e6f0,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:47,1.1440019,0.000317778305555556,Failed,Transaction Number 93. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,8ca9dc8746de2161890470ba3c648c95,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:48,0.3260782,9.08541944444444E-05,Failed,Transaction Number 94. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,639dcecfdbaa726d295a66d07c9455b6,False,No info
ProcessApps,Process,03/01/2018 16:25:48,4,Successful,,True,03/01/2018 16:25:48,0.7020317,0.000195008805555556,Rethrow,"TransactionNumber 94, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,8e37ef17efd7176703d1aeaec486cbd5,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:48,1.1230408,0.000311955777777778,Failed,Transaction Number 94. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,9cde4ae3b14fd4baa684967007cf5894,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:49,0.334003,9.27786111111111E-05,Failed,Transaction Number 95. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,2bc3c07859da721d72cf875428708035,False,No info
ProcessApps,Process,03/01/2018 16:25:50,4,Successful,,True,03/01/2018 16:25:50,0.6096058,0.000169334944444444,Rethrow,"TransactionNumber 95, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,b07bdba16d4bcb5ccc6e5c0ea7b7291d,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:25:50,1.0526095,0.000292391527777778,Failed,Transaction Number 95. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,9ba49c8040a7807f1714eaec335dbe17,False,No info
